,name,company,year,Price,kms_driven,fuel_type
371,Toyota Innova 2.5,Toyota,2012,13.554147092530322,0,Diesel
372,Maruti Suzuki Maruti,Maruti,1995,10.308985993422082,55000,Petrol
373,Toyota Etios,Toyota,2011,12.524530013005734,36000,Diesel
374,Volkswagen Polo,Volkswagen,2015,12.706850963741102,38000,Diesel
375,Maruti Suzuki Swift,Maruti,2014,12.721888795877375,55000,Diesel
376,Hyundai Elite i20,Hyundai,2015,13.017005083966255,20000,Diesel
377,Maruti Suzuki Swift,Maruti,2012,12.323860125621126,40000,Petrol
378,Maruti Suzuki Versa,Maruti,2004,11.289794413577894,50000,Petrol
379,Tata Indigo LX,Tata,2016,11.775297421715827,104000,Diesel
380,Volkswagen Vento Konekt,Volkswagen,2011,12.409017571151187,65000,Diesel
381,Mercedes Benz C,Mercedes,2002,12.896719202134523,41000,Petrol
382,Maruti Suzuki Ertiga,Maruti,2013,13.017005083966255,90000,Diesel
383,Honda City,Honda,2000,11.082157933374816,80000,Petrol
384,Hyundai Santro Xing,Hyundai,2006,11.225256725762893,46000,Petrol
385,Maruti Suzuki Omni,Maruti,2001,11.156264806643742,70000,Petrol
386,Hyundai Sonata Transform,Hyundai,2017,12.154784614286667,36469,Diesel
387,Hyundai Elite i20,Hyundai,2018,13.304686600863562,7800,Petrol
388,Volkswagen Vento Konekt,Volkswagen,2011,12.409017571151187,65000,Diesel
389,Maruti Suzuki Alto,Maruti,2017,12.388398368982115,60000,Petrol
390,Maruti Suzuki Alto,Maruti,2011,11.951186847493476,32000,Petrol
391,Honda Jazz S,Honda,2009,12.043553716032399,24695,Petrol
392,Hyundai Grand i10,Hyundai,2017,13.017005083966255,15141,Petrol
393,Maruti Suzuki Zen,Maruti,2001,10.596659732783579,40000,Petrol
394,Mahindra Scorpio W,Mahindra,2012,12.013706813470414,65000,Diesel
395,Maruti Suzuki Alto,Maruti,2014,12.506180941677357,22000,Petrol
396,Hyundai Grand i10,Hyundai,2016,12.54254845357358,59910,Diesel
397,Mahindra XUV500 W8,Mahindra,2012,13.235693848424024,100000,Diesel
398,Hyundai Creta 1.6,Hyundai,2016,13.76421831620775,25000,Petrol
399,Hyundai i20 Magna,Hyundai,2013,12.644330802262578,35000,Petrol
400,Renault Duster 85,Renault,2015,13.480039220276565,65000,Diesel
401,Hyundai Grand i10,Hyundai,2014,12.73670383776449,35000,Petrol
402,Honda Brio V,Honda,2012,12.367345048436391,33000,Petrol
403,Mahindra TUV300 T4,Mahindra,2017,13.321215875492413,68000,Diesel
404,Chevrolet Spark LS,Chevrolet,2010,11.461642696843066,23000,Petrol
405,Mahindra TUV300 T8,Mahindra,2018,13.815511557963774,4500,Diesel
406,Maruti Suzuki Swift,Maruti,2015,12.301387370778713,129000,Diesel
407,Nissan X Trail,Nissan,2019,13.997832948091215,300,Diesel
408,Maruti Suzuki Alto,Maruti,2015,12.345838935721968,5000,Petrol
409,Ford Ikon 1.3,Ford,2001,10.714439990727769,65000,Petrol
410,Toyota Fortuner 3.0,Toyota,2010,13.753636218075409,131000,Diesel
411,Tata Manza ELAN,Tata,2010,11.954761074388044,111111,Petrol
412,Mercedes Benz A,Mercedes,2013,14.220976332738882,14000,Petrol
413,Chevrolet Beat LS,Chevrolet,2016,12.25486757159303,22000,Diesel
414,Ford EcoSport Trend,Ford,2013,13.112315061750808,38000,Diesel
415,Tata Indigo LS,Tata,2016,11.736077016252437,70000,Diesel
416,Hyundai i20 Magna,Hyundai,2010,12.180759965737863,36000,Petrol
417,Volkswagen Vento Highline,Volkswagen,2015,13.217675375388819,34000,Diesel
418,Renault Kwid RXT,Renault,2015,12.506180941677357,43000,Petrol
419,Ford EcoSport Titanium,Ford,2014,13.122365377402328,40000,Diesel
420,Honda Amaze 1.5,Honda,2016,12.388398368982115,160000,Diesel
421,Hyundai Verna 1.6,Hyundai,2017,13.592368256649284,12000,Petrol
422,BMW 5 Series,BMW,2011,14.07710606547538,49000,Diesel
423,Skoda Superb 1.8,Skoda,2011,13.180634172318978,68000,Petrol
424,Audi Q3 2.0,Audi,2013,14.22030944419592,37000,Diesel
425,Mahindra Bolero DI,Mahindra,2012,12.301387370778713,59466,Diesel
426,Mahindra Scorpio S10,Mahindra,2015,13.710151153416941,97200,Diesel
427,Ford Figo Duratorq,Ford,2012,12.429220196836383,99000,Diesel
428,Maruti Suzuki Wagon,Maruti,2018,12.886643575525625,25500,Petrol
429,Mahindra Logan Diesel,Mahindra,2009,11.775297421715827,66000,Petrol
430,Tata Nano GenX,Tata,2010,10.373522431293592,44005,Petrol
431,Mahindra TUV300 T4,Mahindra,2016,13.199326270390594,35000,Diesel
432,Mahindra TUV300 T4,Mahindra,2016,13.199326270390594,35000,Diesel
433,Hyundai Elite i20,Hyundai,2015,12.91164481522143,28000,Petrol
434,Hyundai Elite i20,Hyundai,2015,12.899222326086994,30000,Petrol
435,Honda City SV,Honda,2017,13.541075028051122,4000,Petrol
436,Maruti Suzuki Baleno,Maruti,2016,13.122365377402328,28000,Petrol
437,Ford Figo Petrol,Ford,2011,12.07254696717504,75000,Petrol
438,Mahindra Scorpio S10,Mahindra,2015,13.710151153416941,97200,Diesel
439,Honda City,Honda,2017,13.527829818844937,3000,Petrol
440,Hyundai Elite i20,Hyundai,2015,12.945628585536271,20000,Petrol
441,Maruti Suzuki Versa,Maruti,2004,11.407576060361786,50000,Petrol
442,Hyundai Eon Era,Hyundai,2018,11.849404844423074,2110,Petrol
443,Mitsubishi Pajero Sport,Mitsubishi,2015,14.24729362374025,43222,Petrol
444,Hyundai i10 Magna,Hyundai,2008,12.524530013005734,100200,Petrol
445,Toyota Corolla H2,Toyota,2003,11.918397239722838,100000,Petrol
446,Maruti Suzuki Swift,Maruti,2011,12.345838935721968,65,Petrol
447,Tata Indigo CS,Tata,2015,11.719947764402807,100000,Diesel
448,Mahindra Scorpio S10,Mahindra,2015,13.710151153416941,97200,Diesel
449,Mahindra Scorpio S10,Mahindra,2015,13.710151153416941,97200,Diesel
450,Hyundai Xcent Base,Hyundai,2016,12.611541086966115,140000,Diesel
451,Honda City,Honda,2015,13.122363377404328,55000,Petrol
452,Hyundai Accent Executive,Hyundai,2009,12.013706813470414,48000,Petrol
453,Maruti Suzuki Baleno,Maruti,2016,13.118357364036902,22000,Petrol
454,Tata Zest XE,Tata,2018,13.081543466215237,103553,Diesel
455,Maruti Suzuki Dzire,Maruti,2017,13.098072734013513,80000,Diesel
456,Tata Sumo Gold,Tata,2014,12.429220196836383,99000,Diesel
457,Toyota Corolla Altis,Toyota,2010,12.301387370778713,58000,Petrol
458,Maruti Suzuki Eeco,Maruti,2013,12.577639650232573,70000,LPG
459,Toyota Fortuner 3.0,Toyota,2015,14.23750562376114,120000,Diesel
460,Mahindra XUV500 W6,Mahindra,2013,13.21567337636179,49800,Diesel
461,Tata Tigor Revotron,Tata,2019,13.384729180332174,100,Diesel
462,Maruti Suzuki 800,Maruti,2001,10.915106645867503,81876,Petrol
463,Maruti Suzuki Ertiga,Maruti,2015,13.217675375388819,75000,Petrol
464,Maruti Suzuki Versa,Maruti,2004,11.407576060361786,50000,Petrol
465,Honda Mobilio S,Honda,2014,12.896719202134523,44000,Diesel
466,Maruti Suzuki Ertiga,Maruti,2016,13.500801182986649,55000,Diesel
467,Maruti Suzuki Vitara,Maruti,2017,13.493928313146206,36000,Diesel
468,Hyundai Verna 1.6,Hyundai,2016,12.180759965737863,56000,Diesel
469,Maruti Suzuki Swift,Maruti,2007,11.775297421715827,62000,Petrol
470,Toyota Fortuner 3.0,Toyota,2015,14.23750562376114,120000,Diesel
471,Maruti Suzuki Omni,Maruti,2014,12.154784614286667,6020,Petrol
472,Honda Amaze,Honda,2013,12.429220196836383,55700,Diesel
473,Tata Indica,Tata,2005,11.289794413577894,42000,Petrol
474,Hyundai Santro Xing,Hyundai,2003,11.695255355062795,50000,Petrol
475,Maruti Suzuki Zen,Maruti,2010,11.91170829631447,35000,Petrol
476,Maruti Suzuki Wagon,Maruti,2014,12.429220196836383,18500,Petrol
477,Maruti Suzuki Wagon,Maruti,2007,11.695255355062795,7000,Petrol
478,Honda Brio VX,Honda,2017,13.017005083966255,11000,Petrol
479,Maruti Suzuki Zen,Maruti,2003,11.512925464970229,53000,Petrol
480,Maruti Suzuki Zen,Maruti,2008,11.813037464800539,23000,Petrol
481,Maruti Suzuki Wagon,Maruti,2016,12.323860125621126,35500,Diesel
482,Maruti Suzuki Alto,Maruti,2010,11.502885230075814,22134,Petrol
483,Renault Kwid RXT,Renault,2019,12.821260987319457,1000,Petrol
484,Tata Nano Lx,Tata,2010,10.859018228147887,9000,Petrol
485,Jaguar XE XE,Jaguar,2016,14.845130332288226,8500,Petrol
486,Hyundai Eon Magna,Hyundai,2014,12.154784614286667,35000,Petrol
487,Honda City 1.5,Honda,2014,13.120363378739663,22000,Petrol
488,Hindustan Motors Ambassador,Hindustan,2002,11.407576060361786,25000,Diesel
489,Maruti Suzuki Ritz,Maruti,2010,11.91170829631447,40000,Petrol
490,Hyundai Grand i10,Hyundai,2017,12.899222326086994,20000,Petrol
491,Hyundai Eon D,Hyundai,2016,11.695255355062795,87000,Petrol
492,Maruti Suzuki Swift,Maruti,2015,12.429220196836383,55000,Petrol
493,Maruti Suzuki Wagon,Maruti,2017,12.834683971615659,23000,Petrol
494,Honda Amaze 1.2,Honda,2014,12.850557278777309,6000,Petrol
495,Maruti Suzuki Estilo,Maruti,2013,12.100717685412471,65000,Petrol
496,Maruti Suzuki Vitara,Maruti,2016,13.270785106659046,25000,Diesel
497,Maruti Suzuki Eeco,Maruti,2015,12.535379989788607,39000,Petrol
498,Hyundai Creta 1.6,Hyundai,2016,13.815511557963774,8000,Petrol
499,Mahindra Scorpio Vlx,Mahindra,2013,13.444448325847754,75000,Diesel
500,Maruti Suzuki Ertiga,Maruti,2012,13.081543466215237,51000,Diesel
501,Mitsubishi Lancer 1.8,Mitsubishi,2006,11.350418300109132,50000,Petrol
502,Maruti Suzuki Maruti,Maruti,2001,10.596659732783579,75000,Petrol
503,Maruti Suzuki Alto,Maruti,2015,11.407576060361786,55800,Petrol
504,Hyundai Grand i10,Hyundai,2015,12.73670383776449,53000,Petrol
505,Hyundai Eon D,Hyundai,2018,12.468440756144114,25000,Petrol
506,Ford Fiesta SXi,Ford,2009,12.429220196836383,56400,Petrol
507,Maruti Suzuki Ritz,Maruti,2010,12.100717685412471,72160,Diesel
508,Hyundai Verna Fluidic,Hyundai,2012,12.765691290604371,10000,Diesel
509,Maruti Suzuki Wagon,Maruti,2006,11.407587171287714,48000,Petrol
510,Maruti Suzuki Estilo,Maruti,2007,11.652696102959753,36000,Petrol
511,Audi A6 2.0,Audi,2012,14.284889617206765,11500,Diesel
512,Maruti Suzuki Wagon,Maruti,2003,11.775297421715827,133000,Petrol
513,Maruti Suzuki Wagon,Maruti,2009,11.976665770490767,27000,Petrol
514,Maruti Suzuki Wagon,Maruti,2009,11.982935344196433,35000,Petrol
515,Maruti Suzuki Alto,Maruti,2010,11.608244735642321,55000,Petrol
516,Maruti Suzuki Baleno,Maruti,2016,12.959846800844963,40000,Petrol
517,Hyundai Verna 1.6,Hyundai,2019,13.710151153416941,2000,Petrol
518,Maruti Suzuki Swift,Maruti,2009,11.918397239722838,45000,Petrol
519,Hyundai Getz Prime,Hyundai,2009,11.608244735642321,20000,Petrol
520,Hyundai Santro,Hyundai,2000,10.858998997563564,88000,Petrol
521,Hyundai Getz Prime,Hyundai,2009,11.652696102959753,20000,Petrol
522,Chevrolet Beat PS,Chevrolet,2012,12.278397958261774,65422,Diesel
523,Ford EcoSport Trend,Ford,2017,13.270785106659046,10000,Petrol
524,Maruti Suzuki Dzire,Maruti,2013,12.847929163278053,35000,Petrol
525,Hyundai Fluidic Verna,Hyundai,2013,12.765691290604371,117000,Diesel
526,Tata Indica V2,Tata,2005,10.463131911491967,150000,Diesel
527,BMW X1 xDrive20d,BMW,2011,13.955273369904273,72000,Diesel
528,Hyundai i20 Asta,Hyundai,2010,12.611541086966115,10750,Petrol
529,Honda City 1.5,Honda,2009,12.502470376049185,55000,Petrol
530,Tata Nano,Tata,2013,11.002116507732017,6800,Petrol
531,Chevrolet Cruze LTZ,Chevrolet,2014,12.899222326086994,41000,Diesel
532,Hyundai Verna Fluidic,Hyundai,2015,12.971542813248437,73000,Diesel
533,Maruti Suzuki Swift,Maruti,2011,11.849404844423074,65000,Diesel
534,Mahindra XUV500 W10,Mahindra,2018,14.07710606547538,40000,Diesel
535,Maruti Suzuki Alto,Maruti,2014,12.201065128819632,37000,Petrol
536,Hyundai Accent GLE,Hyundai,2006,11.407576060361786,55000,Petrol
537,Force Motors One,Force,2013,13.217675375388819,140000,Diesel
538,Maruti Suzuki Alto,Maruti,2019,12.487488878546145,9800,Petrol
539,Chevrolet Spark 1.0,Chevrolet,2011,11.51293546492023,27000,Petrol
540,Hyundai i10,Hyundai,2009,12.278397958261774,27000,Petrol
541,Toyota Etios Liva,Toyota,2012,12.847929163278053,20000,Diesel
542,Renault Duster 85PS,Renault,2013,12.904008342821916,57923,Diesel
543,Chevrolet Enjoy,Chevrolet,2014,13.102162710901053,30201,Diesel
544,Maruti Suzuki Alto,Maruti,2017,12.54254845357358,6200,Petrol
545,BMW 5 Series,BMW,2009,13.384729180332174,37518,Petrol
546,Toyota Etios Liva,Toyota,2014,11.982935344196433,24652,Petrol
547,Mahindra Jeep MM,Mahindra,2004,12.95749109270188,383,Diesel
548,Chevrolet Beat LS,Chevrolet,2016,12.323860125621126,95000,Diesel
549,Chevrolet Cruze LTZ,Chevrolet,2011,12.765691290604371,35000,Diesel
550,Jeep Wrangler Unlimited,Jeep,2015,13.76421831620775,3528,Diesel
551,Maruti Suzuki Ertiga,Maruti,2013,13.091906231773164,52500,Diesel
552,Hyundai Verna VGT,Hyundai,2010,12.230770136157428,47900,Diesel
553,Maruti Suzuki Omni,Maruti,2012,11.982935344196433,14000,Petrol
554,Maruti Suzuki Celerio,Maruti,2018,12.644330802262578,37000,Petrol
555,Tata Zest Quadrajet,Tata,2017,12.100717685412471,90000,Diesel
556,Mahindra XUV500 W6,Mahindra,2013,13.217493541006709,52800,Diesel
557,Tata Indigo CS,Tata,2016,11.918397239722838,104000,Diesel
558,Hyundai i10 Era,Hyundai,2011,12.07254696717504,30000,Petrol
559,Tata Indigo eCS,Tata,2014,11.461642696843066,195000,Diesel
560,Tata Indigo LX,Tata,2016,12.345838935721968,104000,Diesel
561,Tata Indigo eCS,Tata,2016,12.345838935721968,104000,Diesel
562,Tata Indigo Marina,Tata,2004,12.100717685412471,70000,Diesel
563,Hyundai Xcent SX,Hyundai,2015,12.899222326086994,43000,Diesel
564,Hyundai Eon Magna,Hyundai,2013,12.128116509451258,23000,Petrol
565,Renault Duster 85,Renault,2015,12.861001210669146,51000,Diesel
566,Maruti Suzuki Alto,Maruti,2009,11.407576060361786,62000,Petrol
567,Tata Nano LX,Tata,2010,10.373522431293592,48008,Petrol
568,Renault Duster 110,Renault,2013,12.983103608918753,39000,Diesel
569,Maruti Suzuki Wagon,Maruti,2010,12.323860125621126,40000,Petrol
570,Maruti Suzuki Swift,Maruti,2006,12.153204427390497,48247,Petrol
571,Maruti Suzuki Ertiga,Maruti,2012,12.873135057399978,39000,Diesel
572,Maruti Suzuki Swift,Maruti,2014,12.807655372286902,23000,Petrol
573,Maruti Suzuki Alto,Maruti,2017,12.793862088206213,9400,Petrol
574,Hyundai i20 Magna,Hyundai,2010,12.25486757159303,50000,Petrol
575,Hyundai i10 Magna,Hyundai,2009,12.04355959836804,75000,Petrol
576,Tata Zest XE,Tata,2017,12.847929163278053,70000,Diesel
577,Mahindra Xylo E8,Mahindra,2009,12.59473402514672,64000,Diesel
578,Toyota Corolla Altis,Toyota,2010,12.128116509451258,55000,Petrol
579,Tata Manza Aqua,Tata,2014,11.982935344196433,200000,Diesel
580,Renault Kwid 1.0,Renault,2018,12.577639650232573,2137,Petrol
581,Tata Venture EX,Tata,2013,11.51293546492023,30000,Diesel
582,Maruti Suzuki Swift,Maruti,2014,12.660331092405906,44000,Petrol
583,Skoda Octavia Classic,Skoda,2006,11.65260914341328,65000,Diesel
584,Maruti Suzuki Omni,Maruti,2012,11.695255355062795,160000,LPG
585,Chevrolet Beat Diesel,Chevrolet,2011,11.736077016252437,56000,Diesel
586,Tata Sumo Gold,Tata,2012,12.25486757159303,75000,Diesel
587,Hyundai Verna 1.6,Hyundai,2018,13.658857917508856,42000,Diesel
588,Tata Sumo Gold,Tata,2012,12.25486757159303,75000,Diesel
589,Mahindra Scorpio 2.6,Mahindra,2007,12.468440756144114,56000,Diesel
590,Maruti Suzuki Zen,Maruti,2002,11.461642696843066,10544,Petrol
591,Maruti Suzuki Swift,Maruti,2011,12.449022745701502,64000,Petrol
592,Mahindra Scorpio SLX,Mahindra,2008,12.611541086966115,70000,Diesel
593,Hyundai Grand i10,Hyundai,2014,12.73670383776449,25000,Petrol
594,Hyundai Elite i20,Hyundai,2017,13.217675375388819,15000,Petrol
595,Ford Ikon 1.6,Ford,2003,11.002116507732017,50000,Petrol
596,Toyota Innova 2.5,Toyota,2011,13.527829818844937,147000,Diesel
597,Nissan Sunny XL,Nissan,2011,12.345838935721968,52000,Petrol
598,Chevrolet Beat LT,Chevrolet,2012,11.775297421715827,90001,Diesel
599,Maruti Suzuki Alto,Maruti,2017,12.506180941677357,21000,Petrol
600,Maruti Suzuki Swift,Maruti,2012,12.54254845357358,48006,Diesel
601,Maruti Suzuki Swift,Maruti,2012,12.54254845357358,48006,Diesel
602,Maruti Suzuki Swift,Maruti,2012,12.54254845357358,48006,Diesel
603,Toyota Innova 2.0,Toyota,2012,13.304686600863562,80000,Diesel
604,Maruti Suzuki Swift,Maruti,2010,12.154784614286667,74000,Diesel
605,Hyundai Elite i20,Hyundai,2015,13.122365377402328,22000,Petrol
606,Mahindra XUV500 W10,Mahindra,2016,13.878486296092358,41000,Diesel
607,Volkswagen Polo Trendline,Volkswagen,2015,12.765691290604371,25000,Diesel
608,Toyota Etios Liva,Toyota,2012,12.765691290604371,85000,Diesel
609,Mahindra TUV300 T4,Mahindra,2016,13.199326270390594,29500,Diesel
610,Hyundai Elite i20,Hyundai,2015,13.060490101343552,30000,Petrol
611,Hyundai Santro Xing,Hyundai,2014,12.095146671399466,57000,Petrol
612,Maruti Suzuki Zen,Maruti,2003,10.778977123006351,60000,Petrol
613,Maruti Suzuki Ciaz,Maruti,2016,13.384729180332174,50000,Petrol
614,Hyundai Eon Era,Hyundai,2013,12.154784614286667,39700,Petrol
615,Hyundai Elantra 1.8,Hyundai,2012,13.122365377402328,65000,Petrol
616,Maruti Suzuki Swift,Maruti,2010,12.506180941677357,67000,Diesel
617,Maruti Suzuki Zen,Maruti,2008,11.736077016252437,46000,Petrol
618,Hyundai Eon Era,Hyundai,2012,12.144202560946876,38000,Petrol
619,Hyundai Grand i10,Hyundai,2016,12.847929163278053,27000,Petrol
620,Hyundai Verna Fluidic,Hyundai,2011,12.807655372286902,43000,Diesel
621,Ford EcoSport Trend,Ford,2014,13.049794835104816,47000,Petrol
622,Hyundai i20 Magna,Hyundai,2011,12.388398368982115,42000,Petrol
623,Chevrolet Beat Diesel,Chevrolet,2016,12.100712129872347,19336,Diesel
624,Tata Indica eV2,Tata,2015,11.849404844423074,60105,Diesel
625,Jaguar XF 2.2,Jaguar,2013,14.599412558413583,29000,Diesel
626,Audi Q5 2.0,Audi,2014,14.686804342317648,34000,Diesel
627,BMW 3 Series,BMW,2011,13.887832149776026,35000,Diesel
628,Maruti Suzuki Swift,Maruti,2015,13.07107218827772,22000,Petrol
629,BMW X1 sDrive20d,BMW,2012,13.840204146163925,41000,Diesel
630,Maruti Suzuki S,Maruti,2016,13.329379172803593,21000,Diesel
631,Maruti Suzuki Ertiga,Maruti,2013,13.07107218827772,48000,Diesel
632,Maruti Suzuki Alto,Maruti,2016,12.506180941677357,38000,Petrol
633,Honda City SV,Honda,2014,13.07107218827772,34000,Diesel
634,Volkswagen Vento Comfortline,Volkswagen,2011,12.388398368982115,45933,Petrol
635,Honda City 1.5,Honda,2005,11.695255355062795,68000,Petrol
636,Audi A4 2.0,Audi,2016,14.45736497045232,44000,Diesel
637,Mahindra KUV100,Mahindra,2017,12.793862088206213,35000,Diesel
638,Tata Zest XE,Tata,2018,13.017005083966255,102563,Diesel
639,Mahindra XUV500 W8,Mahindra,2015,13.710151153416941,28600,Diesel
640,Maruti Suzuki Swift,Maruti,2017,13.384729180332174,41800,Diesel
641,Tata Sumo Gold,Tata,2014,12.524530013005734,116000,Diesel
642,Maruti Suzuki Swift,Maruti,2009,12.25486757159303,59000,Petrol
643,Mahindra Scorpio 2.6,Mahindra,2004,12.07254696717504,58000,Diesel
644,Maruti Suzuki Omni,Maruti,2009,11.350418300109132,45000,Petrol
645,Mitsubishi Pajero Sport,Mitsubishi,2015,14.214287349062356,42590,Diesel
646,Renault Duster,Renault,2014,13.592368256649284,7400,Diesel
647,Volkswagen Jetta Comfortline,Volkswagen,2009,13.017005083966255,54500,Diesel
648,Maruti Suzuki Ertiga,Maruti,2012,13.815511557963774,200000,Diesel
649,Audi A4 2.0,Audi,2013,14.227620871042543,27000,Diesel
650,Volvo S80 Summum,Volvo,2015,14.430696737594902,42000,Diesel
651,Toyota Corolla Altis,Toyota,2014,13.579789490265188,29000,Petrol
652,Mitsubishi Pajero Sport,Mitsubishi,2015,14.360738188157574,37000,Diesel
653,Chevrolet Beat LT,Chevrolet,2012,11.813037464800539,36000,Petrol
654,BMW X1,BMW,2011,13.815511557963774,34000,Diesel
655,Datsun Redi GO,Datsun,2018,12.611537753638338,7000,Petrol
656,Mercedes Benz C,Mercedes,2009,14.018452218287162,76000,Diesel
657,Mahindra Scorpio SLX,Mahindra,2004,12.07254696717504,60000,Diesel
658,Volkswagen Vento Comfortline,Volkswagen,2011,12.206077645517674,95000,Diesel
659,Tata Indigo CS,Tata,2017,12.506180941677357,50000,Diesel
660,Ford Figo Petrol,Ford,2019,13.171155446333852,0,Petrol
661,Honda City ZX,Honda,2006,12.100717685412471,50000,Petrol
662,Maruti Suzuki Wagon,Maruti,2008,11.849404844423074,68000,Petrol
663,Ford EcoSport Trend,Ford,2014,12.899222326086994,16000,Petrol
664,Maruti Suzuki Swift,Maruti,2016,13.120363378739663,51000,Diesel
665,Maruti Suzuki Omni,Maruti,2009,11.350418300109132,56000,Petrol
666,Maruti Suzuki Zen,Maruti,2004,11.156264806643742,100000,Petrol
667,Renault Duster RxL,Renault,2015,13.217675375388819,36000,Petrol
668,Maruti Suzuki Swift,Maruti,2014,12.821260987319457,11523,Petrol
669,Maruti Suzuki Baleno,Maruti,2018,13.444448325847754,1000,Petrol
670,Honda WR V,Honda,2009,12.429220196836383,60000,Petrol
671,Tata Indigo CS,Tata,2016,11.608244735642321,85000,Diesel
672,Renault Duster 110,Renault,2013,13.102162710901053,38600,Diesel
673,Mahindra Scorpio LX,Mahindra,2009,12.676079399771027,95500,Diesel
674,Maruti Suzuki Zen,Maruti,2004,11.127277689932466,56000,Petrol
675,Maruti Suzuki Wagon,Maruti,2014,11.775297421715827,37458,Petrol
676,Maruti Suzuki SX4,Maruti,2016,13.785052381406869,85960,Diesel
677,Audi A3 Cabriolet,Audi,2015,14.946912992035967,12516,Petrol
678,Hyundai Eon D,Hyundai,2018,12.54254845357358,35000,Petrol
679,Maruti Suzuki Zen,Maruti,2009,11.736077016252437,0,Petrol
680,Mahindra Scorpio SLX,Mahindra,2008,12.560247968016562,80000,Diesel
681,Hyundai Santro AE,Hyundai,2011,12.013706813470414,45000,Petrol
682,Maruti Suzuki Swift,Maruti,2009,12.429220196836383,51000,Diesel
683,Mahindra Scorpio S4,Mahindra,2015,13.670485941982712,30000,Diesel
684,Mahindra Xylo D2,Mahindra,2011,12.873904582205107,48000,Diesel
685,Hyundai Santro,Hyundai,2003,11.002116507732017,51000,Petrol
686,Chevrolet Beat LT,Chevrolet,2015,12.278397958261774,90000,Diesel
687,Maruti Suzuki Swift,Maruti,2015,13.07107218827772,43000,Diesel
688,Mahindra XUV500 W8,Mahindra,2015,13.70903942580019,53000,Diesel
689,Toyota Fortuner 3.0,Toyota,2013,14.22030944419592,97000,Diesel
690,Maruti Suzuki Alto,Maruti,2013,12.388398368982115,20000,Petrol
691,Hyundai Getz GLE,Hyundai,2007,11.502885230075814,55000,Petrol
692,Maruti Suzuki Swift,Maruti,2014,12.468440756144114,120000,Diesel
693,Hyundai Creta 1.6,Hyundai,2019,13.997832948091215,0,Petrol
694,Hyundai Santro Xing,Hyundai,2007,11.652696102959753,46000,Petrol
695,Hyundai Santro Xing,Hyundai,2009,11.385103457032141,43200,Petrol
696,Mahindra Xylo D2,Mahindra,2011,12.873904582205107,56000,Diesel
697,Hyundai Santro Xing,Hyundai,2007,11.813037464800539,42000,Petrol
698,Tata Indica V2,Tata,2009,11.407576060361786,30600,Diesel
699,Hyundai i10 Sportz,Hyundai,2011,12.301387370778713,38000,Petrol
700,Hyundai Grand i10,Hyundai,2017,12.959844447906553,2550,Petrol
701,Hyundai Santro Xing,Hyundai,2007,11.813037464800539,47000,Petrol
702,Honda City 1.5,Honda,2005,11.461642696843066,41000,Petrol
703,Nissan Micra XL,Nissan,2017,12.971542813248437,62500,Diesel
704,Honda City 1.5,Honda,2005,11.652696102959753,68000,Petrol
705,Maruti Suzuki Alto,Maruti,2015,12.278397958261774,50000,Petrol
706,Maruti Suzuki Wagon,Maruti,2004,10.87806606028079,69000,Petrol
707,Maruti Suzuki Ertiga,Maruti,2012,13.122365377402328,48000,Diesel
708,Tata Indica eV2,Tata,2012,11.350418300109132,55000,Diesel
709,Maruti Suzuki Omni,Maruti,2013,12.013706813470414,25000,Petrol
710,Hyundai Eon Era,Hyundai,2014,12.206077645517674,28400,Petrol
711,Hyundai Eon,Hyundai,2014,12.206077645517674,28000,Petrol
712,Maruti Suzuki Swift,Maruti,2015,12.959846800844963,42000,Diesel
713,Hyundai Verna 1.6,Hyundai,2012,13.304686600863562,29000,Diesel
714,Chevrolet Tavera LS,Chevrolet,2005,11.775297421715827,68485,Diesel
715,Tata Tiago Revotron,Tata,2018,12.971542813248437,3500,Petrol
716,Tata Tiago Revotorq,Tata,2019,13.250758351186132,0,Petrol
717,Maruti Suzuki Zen,Maruti,2006,11.170449240431308,32000,Petrol
718,Mahindra KUV100 K8,Mahindra,2018,13.235693848424024,8000,Diesel
719,Ford EcoSport Titanium,Ford,2014,13.28787951079572,34000,Diesel
720,Hindustan Motors Ambassador,Hindustan,1995,13.527829818844937,37000,Petrol
721,Ford Fusion 1.4,Ford,2007,11.736077016252437,85455,Diesel
722,Hyundai Santro Xing,Hyundai,2007,11.813037464800539,46000,Petrol
723,Hyundai Santro,Hyundai,2002,11.002116507732017,47000,Petrol
724,Fiat Linea Emotion,Fiat,2009,11.695255355062795,64000,Petrol
725,Ford Ikon 1.3,Ford,2008,11.461642696843066,46000,Petrol
726,Maruti Suzuki Omni,Maruti,2017,12.388398368982115,8000,Petrol
727,Tata Indica V2,Tata,2012,11.652696102959753,64000,Diesel
728,Mahindra Scorpio S4,Mahindra,2015,13.586098651497313,63000,Diesel
729,Hyundai Santro Xing,Hyundai,2007,10.915106645867503,65000,Petrol
730,Mahindra Xylo D2,Mahindra,2009,12.611541086966115,62000,Diesel
731,Hyundai Grand i10,Hyundai,2014,12.676079399771027,41000,Petrol
732,Maruti Suzuki Alto,Maruti,2015,12.487488878546145,14000,Petrol
733,Toyota Corolla,Toyota,2006,11.982935344196433,40000,Petrol
734,Hyundai Eon Magna,Hyundai,2017,12.611541086966115,1600,Petrol
735,Tata Sumo Grande,Tata,2010,11.775297421715827,90000,Diesel
